,isbn,original_publication_year,original_title,authors,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
284,1476729085,2013.0,The Rosie Project,Graeme Simsion,4544,11558,57792,133951,97664
285,446579939,2008.0,The Lucky One,Nicholas Sparks,3661,11792,54208,94613,117049
286,451191153,1943.0,The Fountainhead,"Ayn Rand, Leonard Peikoff",18158,18720,44131,76424,97543
287,425172902,1984.0,The Hunt for Red October,Tom Clancy,9470,13707,49906,95296,109876
288,038039586X,1972.0,Watership Down,Richard Adams,9158,15767,52906,102093,128449
289,307886263,2011.0,Is Everyone Hanging Out Without Me? (And Other Concerns),Mindy Kaling,6438,18856,81229,117248,89160
290,375414495,2009.0,Cutting for Stone,Abraham Verghese,4586,9249,32671,91293,143280
291,006112527X,1951.0,The Voyage of the Dawn Treader,"C.S. Lewis, Pauline Baynes",2658,12490,69089,112121,128906
292,753453800,1882.0,Treasure Island,Robert Louis Stevenson,5349,19127,86487,114968,84584
293,1423140591,2011.0,The Son of Neptune ,Rick Riordan,1773,4666,30788,93611,185962
294,1451627289,2011.0,11/22/63,Stephen King,2927,7649,35500,109392,147589
295,241003008,1969.0,The Very Hungry Caterpillar,Eric Carle,5801,11214,43549,73389,170575
296,140285601,1963.0,Cat's Cradle,Kurt Vonnegut Jr.,2701,8491,43680,102441,116840
297,451528557,1895.0,The Time Machine,"H.G. Wells, Greg Bear, Carlo Pagetti",3570,16119,81773,118129,84139
298,849946158,2010.0,,"Todd Burpo, Lynn Vincent",9291,15024,44510,68399,105794
299,385751060,2006.0,The Boy in the Striped Pyjamas,John Boyne,5297,13562,54987,121193,130362
300,1892295490,1899.0,Heart of Darkness,Joseph Conrad,25591,42946,84433,88608,66813
301,044654759X,2010.0,Safe Haven,Nicholas Sparks,3010,9496,45461,91240,125767
302,1582701709,2006.0,The Secret,Rhonda Byrne,23328,26321,55785,61698,83813
303,60987561,1998.0,I Know This Much Is True ,Wally Lamb,4430,9972,39899,86909,116398
304,1416524347,1983.0,Pet Sematary,Stephen King,4584,17315,73475,102744,95635
305,671021001,1992.0,She's Come Undone,Wally Lamb,10224,20064,59412,91423,87801
306,756404738,2011.0,The Wise Man's Fear,Patrick Rothfuss,1486,4018,17932,66415,192498
307,440241901,2003.0,Can You Keep a Secret?,Sophie Kinsella,8003,19319,76244,101810,88425
308,1442403543,2011.0,City of Fallen Angels,Cassandra Clare,4306,16000,64499,120426,167936
309,743418174,2001.0,Good in Bed,Jennifer Weiner,12137,20336,66587,84488,68757
310,380018179,1977.0,The Thorn Birds,Colleen McCullough,2889,9117,42299,85531,126990
311,60530928,2008.0,The Graveyard Book,"Neil Gaiman, Dave McKean",5515,12566,53668,120830,132872
312,1451681739,2012.0,The Light Between Oceans,M.L. Stedman,3432,11985,56557,124430,92030
313,439709105,2003.0,Tintenherz,"Cornelia Funke, Anthea Bell",8524,22966,71494,98625,99805
314,91883768,1998.0,Who Moved My Cheese?,"Spencer Johnson, Kenneth H. Blanchard",12161,23384,61934,77196,78459
315,307279464,1997.0,A Walk in the Woods,Bill Bryson,3553,10293,50487,104690,95426
316,553279378,1969.0,I Know Why the Caged Bird Sings,Maya Angelou,4969,9937,42472,95531,131539
317,61950726,2013.0,Orphan Train,Christina Baker Kline,1703,6769,42434,116003,97059
318,1442416866,2012.0,City of Lost Souls,Cassandra Clare,3341,10329,43333,97947,172919
319,316204277,2012.0,"Where'd You Go, Bernadette",Maria Semple,4080,13047,59489,119361,72176
320,375806814,1961.0,Where the Red Fern Grows,Wilson Rawls,6585,15232,53560,89699,115103
321,60557818,1996.0,Neverwhere,Neil Gaiman,3126,9628,46996,113506,128484
322,571224385,1984.0,Nesnesitelná lehkost bytí,"Milan Kundera, Michael Henry Heim",4894,12964,42199,84519,103404
323,,2013.0,,Rainbow Rowell,8626,16973,60097,121431,164603
324,552135399,1989.0,A Prayer for Owen Meany,John Irving,4679,9761,33669,76223,122120
325,316182540,1999.0,White Oleander,Janet Fitch,3765,13598,60133,94893,81887
326,039925675X,2011.0,Legend,Marie Lu,5069,11608,48677,106122,146996
327,743496728,2007.0,Nineteen Minutes,Jodi Picoult,2852,9629,46237,94104,98871
328,1401323251,2008.0,The Last Lecture,"Randy Pausch, Jeffrey Zaslow",3004,8851,35547,76621,124120
329,812511816,1990.0,The Eye of the World,Robert Jordan,6163,11298,38946,88024,128552
330,61150142,1998.0,The Pact,Jodi Picoult,3586,11789,50494,85430,84060
331,60764902,1953.0,The magician's nephew,C.S. Lewis,3168,14602,69051,105375,111374
332,595440096,2007.0,Still Alice,Lisa Genova,1178,4249,28642,96615,114387
333,425263916,2012.0,Reflected in You,Sylvia Day,2923,8651,33911,74587,147536
334,375814248,1961.0,James and the Giant Peach,"Roald Dahl, Quentin Blake",4235,13199,65762,104078,102463
335,446696617,2001.0,1st To Die,James Patterson,4464,10087,48616,83796,95465
336,345453743,1996.0,The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story,Douglas Adams,2657,6328,26431,66655,136349
337,340896965,2009.0,One Day,David Nicholls,8632,21291,59874,86793,70462
338,60775858,1947.0,,"Margaret Wise Brown, Clement Hurd",4998,10298,37146,59629,140607
339,61969559,2010.0,I Am Number Four,Pittacus Lore,6538,17766,58268,90409,97214
340,140275363,-750.0,Ἰλιάς,"Homer, Robert Fagles, Frédéric Mugler, Bernard Knox",7701,20845,68844,89384,86791
341,316228532,2012.0,The Casual Vacancy,J.K. Rowling,24583,38326,74611,75741,41200
342,385339690,1996.0,The Runaway Jury,John Grisham,1613,8950,56426,90284,69588
343,316777730,1997.0,Naked,David Sedaris,2631,7051,37023,81934,76127
344,375840400,2005.0,Eldest,Christopher Paolini,5483,16680,58948,95907,97041
345,140621679,1900.0,The Wonderful Wizard of Oz,"L. Frank Baum, W.W. Denslow",4197,13653,65910,95948,99692
346,000720230X,1951.0,Prince Caspian: The Return to Narnia,C.S. Lewis,2399,12145,68026,101461,89038
347,,2014.0,We Were Liars,E. Lockhart,9074,22616,68468,102385,96237
348,450031063,1975.0,Salem's Lot,Stephen King,2713,11724,57171,89196,85556
349,679785892,1971.0,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,"Hunter S. Thompson, Ralph Steadman",4730,11381,42362,84094,99573
350,1416975888,2011.0,Clockwork Prince,Cassandra Clare,3420,6235,29508,85633,203223
351,62268341,2014.0,Yes Please,Amy Poehler,8886,19000,69227,96483,80627
352,743477553,1603.0,"The Tragedy of Othello, The Moor of Venice",William Shakespeare,4281,16576,64922,92076,78902
353,1400033411,1987.0,Beloved,Toni Morrison,12441,21409,53863,79915,77470
354,015206396X,2008.0,Graceling,Kristin Cashore,6773,13946,48894,99939,127078
355,439206472,1999.0,The Bad Beginning,"Lemony Snicket, Brett Helquist",6701,18612,70767,102585,96359
356,449213943,1929.0,Im Westen nichts Neues,"Erich Maria Remarque, A.W. Wheen",7646,17740,55908,90874,93621
357,679805273,1990.0,"Oh, the Places You'll Go!",Dr. Seuss,3615,8150,33869,63795,150573
358,159463176X,2012.0,And The Mountains Echoed,Khaled Hosseini,2049,9146,45985,93953,77983
359,345404475,1968.0,Do Androids Dream of Electric Sheep?,"Philip K. Dick, Roger Zelazny",2097,8453,45683,100794,87981
360,141439742,1838.0,Oliver Twist,"Charles Dickens, George Cruikshank, Philip Horne",4766,15425,65342,96135,71495
361,60652896,1942.0,A Grief Observed,C.S. Lewis,4524,8925,34444,75279,114997
362,525423273,2010.0,Anna and the French Kiss,Stephanie Perkins,10602,14781,46011,84323,129627
363,7173040,1957.0,How the Grinch Stole Christmas!,Dr. Seuss,3438,7227,32673,63395,149394
364,1401207928,1990.0,V for Vendetta,"Alan Moore, David   Lloyd",3564,6593,29496,73094,107893
365,743223136,2001.0,John Adams,David McCullough,11255,10372,30772,70601,97127
366,553384287,2003.0,Odd Thomas,Dean Koontz,10963,12869,39433,65984,84646
367,679879250,1997.0,The Subtle Knife,Philip Pullman,3905,11486,47802,96998,110594
368,439488400,2000.0,Stargirl,Jerry Spinelli,9710,22399,62918,76059,74229
369,1423113381,2010.0,The Red Pyramid,Rick Riordan,4565,12571,46486,78216,101051
370,441788386,1961.0,Stranger in a Strange Land,Robert A. Heinlein,10416,16204,45343,69937,87322
371,965904830,2004.0,Dress Your Family in Corduroy and Denim,David Sedaris,2483,6620,37230,82749,75165
372,141311371,1982.0,The BFG,"Roald Dahl, Quentin Blake",2987,7906,42480,86105,124891
373,076790818X,2003.0,A Short History of Nearly Everything,Bill Bryson,3514,7196,29992,71534,94131
374,439227143,1903.0,The Call of the Wild,Jack London,6366,16636,62853,90382,72558
375,385738773,2011.0,The Death Cure,James Dashner,6731,23270,68067,84128,74988
376,61142026,1999.0,Stardust,Neil Gaiman,2959,10183,52599,109208,102235
377,618485228,2003.0,The Namesake,Jhumpa Lahiri,1926,8889,42552,81043,58493
378,670022411,2011.0,A Discovery of Witches,Deborah Harkness,9304,16503,43523,79322,101083
379,375704027,1987.0,ノルウェイの森 [Noruwei no Mori],"Haruki Murakami, Jay Rubin",2927,10416,41293,87041,76140
380,446672211,1995.0,Where the Heart Is,Billie Letts,2053,8967,48023,79147,72178
381,525421580,2010.0,"Will Grayson, Will Grayson","John Green, David Levithan",8039,18868,60009,87132,80257
382,307276902,2003.0,A Million Little Pieces,James Frey,9619,18950,51504,63727,46131
383,1595141758,2008.0,Frostbite,Richelle Mead,2851,7224,36392,84199,139399
384,307352145,2012.0,Quiet: The Power of Introverts in a World that Can't Stop Talking,Susan Cain,5116,10093,39869,82757,83894
385,440439884,1960.0,Island of the Blue Dolphins,Scott O'Dell,8175,19308,61975,80520,75990
386,142437336,1953.0,The Crucible,"Arthur Miller, Christopher Bigsby",9010,29173,80661,83304,51094
387,689840926,1986.0,Hatchet,Gary Paulsen,12070,22390,59179,73180,65144
388,076531178X,2006.0,Mistborn : The Final Empire,Brandon Sanderson,1783,4008,20554,76611,136037
389,451528956,1886.0,The Strange Case of Dr Jekyll and Mr Hyde,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",2939,16110,76470,100514,63619
390,679889108,1971.0,The Lorax,Dr. Seuss,3193,6884,29815,57259,133212
391,810993139,2004.0,Greg Heffley's Journal,Jeff Kinney,10196,18564,53471,69722,111316
392,1599906953,2012.0,Throne of Glass,Sarah J. Maas,8471,12115,41710,96202,169367
393,1595141979,2008.0,Shadow Kiss,Richelle Mead,2876,6532,32789,78293,158473
394,684803356,1940.0,For Whom the Bell Tolls,Ernest Hemingway,4578,11772,43122,75680,71067
395,345505336,2009.0,Hotel on the Corner of Bitter and Sweet,Jamie Ford,2345,9368,44408,88468,66747
396,140120831,1985.0,Das Parfum. Die Geschichte eines Mörders,"Patrick Süskind, John E. Woods",5659,12862,41804,78658,83771
397,60838582,2001.0,Fast Food Nation : The Dark Side of the All-American Meal ,Eric Schlosser,7881,12314,47602,69009,46555
398,747599874,2007.0,The Tales of Beedle the Bard,J.K. Rowling,3019,15025,69367,103350,128346
399,441569595,1984.0,Neuromancer,William Gibson,9313,14728,40328,65376,72672
400,99910101,1929.0,A Farewell to Arms,Ernest Hemingway,6224,16181,50604,77096,57418
401,553212281,1843.0,The Tell-Tale Heart,Edgar Allan Poe,2456,6438,33803,70786,84153
402,1590302257,-500.0,孫子兵法 [Sūnzi bīngfǎ],"Sun Tzu, Thomas Cleary",2930,11589,48265,70644,70520
403,385344228,2012.0,Defending Jacob,William Landay,2777,8608,42024,87107,61550
404,385334206,1973.0,Breakfast of Champions,Kurt Vonnegut Jr.,2137,7189,34421,72558,70872
405,874774241,1979.0,Drawing on the Right Side of the Brain,Betty Edwards,16846,16544,44024,56358,90678
406,60838728,2001.0,Bel Canto,Ann Patchett,4523,13395,43193,71190,67955
407,739467352,1997.0,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,4352,9752,35299,68549,67491
408,375508414,1987.0,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,1259,4353,31358,79626,99690
409,385474547,1958.0,Things Fall Apart,Chinua Achebe,9494,22041,59144,74584,48097
410,385338694,2005.0,The Undomestic Goddess,Sophie Kinsella,4985,13344,56048,75290,59694
411,1881273156,1990.0,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,2672,6275,29306,63108,94077
412,,1844.0,Les Trois Mousquetaires,Alexandre Dumas,2176,8195,46090,83254,81766
413,1416589643,2008.0,The Other Hand,Chris Cleave,5111,16849,54949,77107,43937
414,031253275X,2009.0,Evermore,Alyson Noel,16941,29301,59174,59075,71213
415,590032496,1983.0,The Witches,"Roald Dahl, Quentin Blake",3156,7583,40191,79598,103617
416,743298020,2006.0,The Thirteenth Tale,Diane Setterfield,4510,12847,49274,85569,76402
417,1595142509,2010.0,Spirit Bound,Richelle Mead,2755,5907,26981,66097,133336
418,1595141987,2009.0,Blood Promise,Richelle Mead,2186,6182,30711,70250,135047
419,446676071,1998.0,Message in a Bottle,Nicholas Sparks,4500,11979,44190,59999,71333
420,345521307,2011.0,The Paris Wife,Paula McLain,3575,12959,53900,89887,47269
421,545044251,1998.0,Complete Harry Potter Boxed Set,J.K. Rowling,1105,1285,7020,30666,164049
422,62059963,2013.0,The Elite,Kiera Cass,4780,15546,53644,91201,104645
423,156001314,1980.0,Il nome della rosa,"Umberto Eco, William Weaver, Seán Barrett",4575,10031,36282,79311,94775
424,1416914633,1971.0,Go Ask Alice,"Beatrice Sparks, Anonymous",7940,18269,51957,63188,64200
425,802130208,1980.0,A Confederacy of Dunces,"John Kennedy Toole, Walker Percy",10993,15078,31369,54306,73645
426,158049580X,1895.0,The Importance of Being Earnest,Oscar Wilde,2127,7457,38513,85492,98667
427,1423140605,2012.0,The Mark of Athena,Rick Riordan,2771,4480,26318,77876,182141
428,60855924,1983.0,The Colour of Magic,Terry Pratchett,3601,11554,50463,81295,78701
429,1400079276,2002.0,海辺のカフカ [Umibe no Kafuka],"Haruki Murakami, Philip Gabriel",2593,7557,30809,75564,78842
430,525945563,1981.0,Red Dragon,Thomas Harris,3012,7790,43235,80662,70734
431,553803700,1950.0,"I, Robot",Isaac Asimov,1221,5332,35107,82535,86024
432,451216954,2005.0,Dark Lover,J.R. Ward,6659,10012,33160,64879,123923
433,1416989439,2010.0,Crescendo,Becca Fitzpatrick,5296,13835,43129,68217,103563
434,61726818,2010.0,Before I Fall,Lauren Oliver,6283,15320,50933,79050,80973
435,679457313,1997.0,The God of Small Things,Arundhati Roy,5833,12631,37349,61880,64434
436,670024783,2014.0,The Invention of Wings,Sue Monk Kidd,1466,4021,25745,80524,82018
437,141043768,2009.0,What Alice Forgot,Liane Moriarty,1599,6071,38562,93941,65605
438,553380168,1987.0,A Brief History of Time: From the Big Bang to Black Holes,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",2487,6028,30632,70364,71899
439,525951652,2010.0,Fall of Giants,Ken Follett,2009,5158,24893,68375,90043
440,1439148503,2009.0,Under the Dome,Stephen King,4863,12998,44938,74323,64200
441,553380958,1992.0,Snow Crash,Neal Stephenson,7982,10158,29605,61336,78211
442,670061050,2006.0,Just Listen,Sarah Dessen,3665,10143,40684,68323,85115
443,525467564,1926.0,Winnie-the-Pooh,"A.A. Milne, Ernest H. Shepard",2636,5254,28148,60427,118748
444,62060554,2011.0,Before I Go to Sleep,S.J. Watson,3703,12436,51695,84940,60362
445,1420925539,1887.0,A Study in Scarlet,Arthur Conan Doyle,2318,5550,38107,85345,88795
446,375826726,2008.0,Brisingr,Christopher Paolini,4273,13094,44147,75689,89738
447,310276993,2002.0,The Purpose Driven Life: What on Earth am I Here For?,Rick Warren,9635,13051,34305,48395,71077
448,312360282,2007.0,Betrayed: a House of Night Novel,"P.C. Cast, Kristin Cast",6222,15443,47467,62243,81886
449,451457811,2000.0,Storm Front,Jim Butcher,3325,9842,45940,80371,79964
450,1593082649,1817.0,Northanger Abbey,"Jane Austen, Alfred MacAdam",4132,15938,65157,84363,62709
451,399162410,2013.0,The 5th Wave,Rick Yancey,6176,13097,47631,98816,121820
452,802142842,1997.0,Cold Mountain,Charles Frazier,6078,14021,43914,68143,57981
453,60245867,1985.0,If You Give a Mouse a Cookie,"Laura Joffe Numeroff, Felicia Bond",3208,7772,32336,50573,104889
454,312323867,2005.0,Something Blue,Emily Giffin,2164,9144,44161,68226,54834
455,822210894,1947.0,A Streetcar Named Desire,Tennessee Williams,3436,11347,45238,74929,72033
456,751537284,2005.0,The Historian,Elizabeth Kostova,8554,18768,48197,68781,63229
457,385353308,2014.0,Station Eleven,Emily St. John Mandel,4039,8449,33537,77755,65600
458,1476738017,2012.0,En man som heter Ove,"Fredrik Backman, Henning Koch",2589,5734,25138,81377,128602
459,1406321346,2013.0,Clockwork Princess,Cassandra Clare,1935,3804,16964,49313,175968
460,1416500189,1931.0,The Good Earth,Pearl S. Buck,5262,11487,38413,67056,71187
461,140135154,1972.0,Ways of Seeing,John Berger,13276,13342,32193,39251,58797
462,385335970,1992.0,Dragonfly in Amber,Diana Gabaldon,1200,4958,27491,70976,106364
463,,1611.0,,Anonymous,10011,6802,11712,14338,128731
464,743495667,2002.0,In Her Shoes,Jennifer Weiner,3345,11596,50482,64358,44557
465,345368584,1989.0,The Hobbit,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",991,2180,14437,43107,98720
466,1594489580,2007.0,The Brief Wondrous Life of Oscar Wao,Junot Díaz,5212,12924,37298,67080,58610
467,61120065,1937.0,Their Eyes Were Watching God,Zora Neale Hurston,5743,14231,44676,69779,63835
468,439321603,2001.0,Fantastic Beasts and Where to Find Them,"Newt Scamander, J.K. Rowling, Albus Dumbledore",2847,13155,52573,64027,76863
469,316322407,2012.0,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,"Malala Yousafzai, Christina Lamb",7433,9470,38518,77944,94485
470,141439807,1814.0,Mansfield Park,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",4183,14784,59163,82001,64336
471,080701429X,1946.0,…trotzdem Ja zum Leben sagen: Ein Psychologe erlebt das Konzentrationslager,Viktor E. Frankl,2161,4948,23224,59644,103774
472,670038601,2007.0,In the Woods,Tana French,6553,15636,51430,77182,50920
473,618680004,2006.0,The God Delusion,Richard Dawkins,9571,11019,31723,60769,63692
474,525422943,2011.0,Where She Went,Gayle Forman,2856,10629,43007,76839,85031
475,345915593,1978.0,The World According to Garp,John Irving,3098,7716,31528,67942,68794
476,515141429,1997.0,Killing Floor,Lee Child,2652,7160,35471,71953,65467
477,375757325,1719.0,"The Life and Strange Surprising Adventures of Robinson Crusoe of York, Mariner","Daniel Defoe, Gerald McCann, Virginia Woolf",6429,18126,58497,67140,46673
478,937832383,1513.0,Il Principe,"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",4222,14222,49930,63294,50312
479,440238153,2000.0,The Amber Spyglass,Philip Pullman,4739,11883,39131,70648,91209
480,765346524,1994.0,Wizard's First Rule,Terry Goodkind,6176,9386,27430,55921,89246
